uf,profissional,metrica_1,metrica_2
SP,b'gAAAAABlvSCBYL_szvHLv1mNtXfj0VPeDRcGCvmrU9-aolO3nh3DSwx-xc_CuRwRLhJxPlJ6fgEq2k-GPs4nZbckB_ZLTjDesAK1RhAkjzLJ-2oxL8bwLvE=',9,5
SP,b'gAAAAABlvSCB6r1sRhwab2CTphQugQZMPBlVDFdE8BX4Xc1_mN7Xx2JbVNM95_bmlvvGeUF5OnhHRqoFa8Y4uX91mXjX-PBFBQ==',9,6
SP,b'gAAAAABlvSCB9slVTJvsNDky3VJ3Ge6wU7GQnlPiokR90PGOEVXcHZSRYZDBBjR0YBuDzb4YA_wOtVUr-2Wscov0ewIZhkJqGxrWLp2e2ovCBFqasQa8LEc=',5,4
SP,b'gAAAAABlvSCBdqpkXRoU7MbDEF8g1FHATNB5CsBwsILMUeGjvedN1bSyeXtgGqoD6-fgS38eaJ99vPreFKHno2_62oBbv3YJN3kQ1XJWpa5ZD7Tm4AdWzJw=',49,17
SP,b'gAAAAABlvSCBuiBf7X2dU1fOqkSMtEo6UTYcinm5h_dDktZ2MgyU5t2MMnpoLErV4hNhMmb0P0hd2T-uh4G0Q2S6iNqXjneJsjUR2ayUWAQXuQhUdx7e6oM=',3,6
SP,b'gAAAAABlvSCB-xgZ3NEXtUAHqOF_Z1SmwTqp647deXnrEAe1eQbjeVor9QFaz_wAsJFho5iHM8A9LXA3uT5qYI_3IdIx7R11ybCMoTdHRFajt4etfm9hu9g=',4,5
SP,b'gAAAAABlvSCBKJzlBgQOnzVBQfJ2-oooYMgtJSQvZTUNlmmwYHzST7SkCw3zsJdPH_lvJX03WUZvRaYdBh43X1HNhmEntyFIH2MvBKAGHY5VJ1FDJEXcE-o=',5,7
SP,b'gAAAAABlvSCBsbymhOIYp0Zxldm5YEep-eOsL8vyAnvQ9N8Nfhh2YtZrKXmdshya43gad4wFX_rDCUhNxsccr2w_3MwfOoEaIbDwqTBR58UrxTq5AYHX0SY=',0,3
SP,b'gAAAAABlvSCBRwV1OIs3ugnaYQxg2VMk-kGLA6H7ndnIvPlsoQ5NfKeIIghX92F4uQGTSjnIBOQISBOpOEGhmqkfaHRlj_RAe9hjzaVpS4af1eyFmNpnLGE=',4,0
SP,b'gAAAAABlvSCBG1gmJ8uKFoo64Bom_1BUa2nQ1hMJXCx4Ux-sEn2WiF4RzHmVudvFiP9BTKPxP6CS6w-dOfIfJKehbWVUfEys7g==',5,0
SP,b'gAAAAABlvSCB5pGPHMuGOrXffHYV9UkOnDu9vUGrOSweN0qnYwFNoad1K_uLNfe6sxZYRxVFct2Ee8bvGp8aMQ99nvyFiSA5Dx5dHMiy4Jrk8Rg1-R5QWJk=',9,9
SP,b'gAAAAABlvSCBuFHwbEdLnfdtPlfQ149e6uqzRventpy9d8WMmAsAY8DVv0Z7y9S9u4uxScSIvV16MUNIYaZjk0GrQwayyt1sQ7kMTYlx-eCukwmeQdMhLWkM8wqxX-Fu5cTgVVtmsdyC',4,0
SP,b'gAAAAABlvSCBbeG7T0PRJlhRb87o5m9ALVL09H8T8v8skUEjplTys3tYh_cO3QSohIC5CK_IGRRKmhhl8OS_8N4nB4WE6AkfmAGqZmkjselhYcWtulzFX7o=',8,8
SP,b'gAAAAABlvSCBtXxC5xlAozvfPXsEckrtwFrppiX0lJcsJRBsetFXOqdwZPZ7xaJNotyLMnDIZOY6ab9MgT-RkDHAqvTiMRqFggHAs33tvA7au8pefte-ghc=',3,2
SP,b'gAAAAABlvSCBBIdqrDmuqtgdw01qLF2WSpfmFRUVoedkfohRrqNsUGmdRO1KM19DFUugVkbdKrKE7SVuRDcJZ0ePJMzp5DEq5mwfA0dgWuwUlYcX2kQB4no=',6,4
SP,b'gAAAAABlvSCBBZsVCiF4Iv_jiljriPRUBGnz4YjINztkh1A1b4fdUJtscxsrFLuZ6hBMpnVRfZL5IX5e6qtrhIzIO7vgK812Gsq2l-skF5CTESjqAB2tWqk=',9,1
SP,b'gAAAAABlvSCBNHvQsgQSZvoybj1dvPYxEeOpA1XOEqmeKefTIzOZJ3hMi5B3db0M8A3BKvyE0db0H0kFvpnH7sJcrSdUmzSvF3_o0EjpfUXcXWJdPHCMSvA=',5,57
SP,b'gAAAAABlvSCByYf0_x32sdj4mGpynJCj14TFNgJaKiWnqFWNX44gs6nL1r3V3CUW--ajGkqMr6mn9hOL10xzytX5-Uw6IOaNMNGO-LUq0399qnj2Tl9mbFs=',48,46
SP,b'gAAAAABlvSCBEldAOx0QaUWk5eJQHNNHiN-BCmKPPpm-SMY6XkwIE21Er4px8evBbyBgUWYvDmXDnWMLHcT_8-W4wiz1uFwErPrcv6k9RSiIhVEC7kjDanw=',2,1
SP,b'gAAAAABlvSCB5ONyyQGKNzOy2dL6Ts4CRjswqdr08O0lk7ginEoWd0hsQC6w0PeWTvj7qxTAlLHafunncGx19yb0CJ7lKsH-frjnMbovjIqzWcseemfKvzSpKS1iW-BxoruFHkD1UbFq',32,38
SP,b'gAAAAABlvSCBKMiEvHasoyY8PMElPXOsPMKvwYSpa_fusGKCvXLpuHsS93OMvTCFaXCmncNLeVO_URWfA9vgKj49V1ScaleBSh5wTzBayIyHAta-v5wpE3g=',8,8
SP,b'gAAAAABlvSCBMLXLybjp6-hGCmcW8GtZVAZRKG54ATixFJXWJpKfFYMxVwKTuoxZJhgbnnOQfzrHLe2xjjVWoUxUVmS2BHU14LrWMgwIizCnLu2ryOLuaUE=',2,5
SP,b'gAAAAABlvSCB3r-JJBUpzvuAGewO_mnRgNBtPj1lir6L2QbLgbojunv44XlmqGsnqDT1j8udHepsmQ0ZS7WVBzZ-v678Lgnznz-NzksYWvFgPn0WTOz_X5I=',34,28
SP,b'gAAAAABlvSCB_Ym_IRq1xfGwoxvbakUAXiQYWlxLLbAd40bTyOVaz1YDiZ-js2AYE05m_pVkIG6595OQhBcycgkSDKvN_VobY0XJVRc-4eR01uVNohYxj9Q=',0,5
SP,b'gAAAAABlvSCBcn6MfpWx3hZOxPuHnKoJo54vCZbpsetfU2nSnOY4sjry-YIvvL6zYGRr1p8HhFJwWQ6FKgPFohLCUf_SlDFhHSw73gPXRAxGW95n2tQXbvWRSsPVZD7Q1p5cQTzPj4MQ',1,8
SP,b'gAAAAABlvSCBmMxypIsrNMfN7GQ39U8KVpYs4dBb6ohQKTmkkgBA9BrBGMk9pcNlPsmSsx-Rs37bcdbNqD5eJ00btx_HboN438ZT19yjI7KIfBRTuJMXOX4=',0,6
SP,b'gAAAAABlvSCB-ZLSNWLdzaZteoM4BY9aaCTIGNJpaJyNZsOscm9qWlixrLgrAleLunM_LB-JA4-qBZ6mZUyeCPomKR9cFA3eLSfZUYwEGMdkvJIYr9HjU40=',9,9
SP,b'gAAAAABlvSCBhJG9Ctm9WdUe-c3YULfflMnbUrunAGk1-1BvNh9HXSFTcBwBRX8-gUZ65IrmxNkh47tarq3Pv6n9DxlTmU6b2FEZ5CuU1jdu126Uc3JMWEk=',6,3
SP,b'gAAAAABlvSCBiF1Yn87eZ10xPOPf8fp-3pU2RPCK86kc6xeno9694lDLENdQko9FcIncivLs63Gj3Jep_XmnQX_44oMMcgcvAPMi7Cz3T1ArTj5nar44w_4=',43,84
SP,b'gAAAAABlvSCBC_l1yt_7aJCjTRx3ZfO13i19szeOIppLlR53bEX95fwrGAHKHG2XTwg7djQEnTmG6UzUYLCD3eQuvPl1zjO2vYgpSY-sjg2qLXc6Nop_LjA=',0,9
SP,b'gAAAAABlvSCBaHm7TQ25FkJP6tlZnLuiRWYNWTBoeRwyZHOlVVVwQ3xNPsbG6_THQlNxFGM9SYrIl7hVZbxmnPNQd9VMikPlrG__gakJJpXxG34v_0B86cA=',5,5
SP,b'gAAAAABlvSCBTyxMQAF-DcHbg6UU_j7Z_0qvnBKBjNEKCSoVmRDi8DNdCAGIG5GVurjPVyQ0TUADrUxK4hQsJk2cfUaLXVzHNPW3HMhIetsd8MVhEqVN0sY=',7,5
SP,b'gAAAAABlvSCB9aR7tZTQp6BFHOCice0aBppeqV8ytUt3NnTsDi00bmCCaqagNFQ4uAt5mxn5OcOOUTwrpBD1YJ0fbgEmpbR3EuG1Oh1SZUVKf-C303BxPkg=',77,93
SP,b'gAAAAABlvSCBYxu0JG11r86F1r64_w05GA9BSE1mXtjXoNjozjtMBvEvB4qTRxxlVI8M9V_py66i4_82GswcKhRX3QUjbEAUDWV2LgsTA3rSyLdw08d45Rk=',7,3
SP,b'gAAAAABlvSCBFTx0RShhedpkGpYNqNLZrVwTyz01KMhFkxOtaCfkTXYfgxlAZKo3WuEb6inxLGQxredxNRWxm_RKFT9ZqIZNMPMPQ8AnaDE-5up9HFy7KYI=',9,9
SP,b'gAAAAABlvSCBRGD2JU3mbZ1kFET8W361bv6gNL-9hZDCoOckKFPmdgJ2Jem8W0Ca9VEbM20gp6VDjQ9U-QR77G1-aJMfhJ3rR3-5bi8Jq6GjMrVCl4BhmoDUJWbjvVwFC5PdmKuXmaAR',1,6
SP,b'gAAAAABlvSCBFqjwTITjKHf6sf4I3856BhWLwoetLc45c0YrITdxsgxNhbhgtwlfsDLi8DIGXzN3HjnJmqomBfOTMr6s6bX6zm-e47t9gFo1AsGfDYOX1Cc=',3,3
SP,b'gAAAAABlvSCBtZrLKwDmtaf2r59a9vLPGlHfNwUTqT0eij3Xbub7sQXHM-U03wCHC52FmXikMv9ccRxtKfdpF2n3k88XpYjI1U-woIrbJqLMgOrEuf5QG7GxikZkir13BAHSPX56jdHP',7,9
SP,b'gAAAAABlvSCBuC4LsrEkL_bEEkgl5_-Ig-IwbkJ3-EU6f6vRuRzK8dy-LP9bzSn-u_Cz-KjIAna6iiyccFUtfRmKtd8AmHDjYFzNoh5WQ8-9rfTstH_Kr1g=',7,7
SP,b'gAAAAABlvSCBb0aM4bd5JvDQmQ89BjIaEw8GImLgjM5J02vx7q1SUh0Mdvvlaive8DpriwyQqlz9w-x-yfPcOe_duUitpEz97uuBRmj8DI06eOXOk6PooMA=',0,0
SP,b'gAAAAABlvSCB1Oxx1nueKawTA-gupk4R04kpDiC8IyhBMZ7Lpqp07caFCCeSB-CImzY9xKxroxbGDNjWcCA8uctcLeAIE-Q5TIdvIt5xpqJ62Oxk-kUz91A=',9,2
SP,b'gAAAAABlvSCBI_nZO9xIu7xfjb6PCKdN0gDzLHyuz0frssGmKkZztI-kMFiVUc84o3qb4EpJcR5mrh9skj2sY1cJFG7n9r51g-z5aCAXDt6pQUrhUmwNL20=',5,8
SP,b'gAAAAABlvSCBJ7Qau8vhI-d60EYuo-ktcHkwLs0-5cwEfBM0fVlLQhvGeoZ6ynM0NdlPQfMXbeo1Ja-In8MCw7_eAPcXs9s23ut17YngkX3Trha0TP9wt3k=',5,8
SP,b'gAAAAABlvSCBM-ei-ugGfJ_9-Oyx8MuL0IM0qc6xSz6K5r_F_XAj2YUdjSK9pQqODgbAaI0EJOQFDfUBY-cYGj9ZjC3REeQLu_Ad5n_QIWzQeLSEdKpxwww=',7,6
SP,b'gAAAAABlvSCBOP1mqtbL73C1q6LwwLkPpTqYLueFKJh-WVkkA3icOPA19zzoPJ2_fsYhqRXVxlxei159XaB1LwtlaXhmNItSr33VJ3h_irkAwcHz_TIMkvs=',0,8
SP,b'gAAAAABlvSCBs5OqAznayoe-S4IqLppRQc54hpFxCsqAjC0AU-z3hdof5Fk-IBPfRACJqRk21HN9XlSwGfzeAwrt3m-C7JIo3vRiSlKMHctbiBB_Qxx23mc=',4,3
SP,b'gAAAAABlvSCBglxUyTHAvftckefZnl_C3RQu8L45Fun6F-kCTRIrzyJp2D1SHu8RbCPEhpoZYx9B8xg5-3LThnAoCpu1qVaFw7YAKeVduGkneabO7WQbPa0=',3,7
SP,b'gAAAAABlvSCBxXb9u1pOI9tdGE6dCsGyKaauff70NURmof6D7ACu_E5WBhMH6esHwWRJpv0IfV8OfKzeOwP8ZYV2D77P1X5O-q_eYy7M4VsKeWZL7TniwE8=',4,7
SP,b'gAAAAABlvSCBgSJyE2shvFm2P3YjGm2EzliJYLvN5ZrbEZfB1H9U78teZUwaK1E3p6JKpftGH6D-1S4sG_p_4Ukjc1cE7sWh5iZqqP2nLcNBXuqt1VNSS7E=',4,27
SP,b'gAAAAABlvSCB57-xNLI6cJzbxI76ZPPLbHBp1qyjG64V9KZEBdCOh9dUDONnc6YX4vpavJI6f0YRVIwPbNvidxr_ROSmBPwm2hvVTeKg5FYJbIeolxGcUcputj804YK0QLKu09e7ZyYx',7,6
SP,b'gAAAAABlvSCBb9fyDFN9cI9T_C5LZ2LPQykjuP01_Gy6ghKaSomvnJVpjbBAGsS8WTusqnlih5EuB2mKII5PScnB6ax1R3wMvFsYg6Jm-BtipStv1bw6Ke8=',7,0
SP,b'gAAAAABlvSCB1EC7A_NwBjyaSev9oN9YAJdpImle9tV4xS5v_F0C_6Mm1hMOYQGW2JablKTqhKn9UnthB8sKpZylJbhkAUBgdnOtsYg94PB6tGQuJVIJdJA=',0,4
SP,b'gAAAAABlvSCBIpLMzjNfy14C8bOaChLurNEFgm5Kij1wTetWMFrz53zycxEhtjvAIGmXcdZ6g9accqRlnGir01STRd1UmdukQlT_7H_lP0GpALv5CnomMgc=',6,4
SP,b'gAAAAABlvSCBaxlgaQ4ZkgMHrEdlubHjJ78ZjMTQdqxLiTDfJkG1xTgMLFvKGM48BZaRtSOys4JP7GyNHG43oEdPhYfEKJi3RlDh4MvgUI-PTAN0GfgsUPM=',7,2
SP,b'gAAAAABlvSCBnG--rlBbnZwn1MoGOqTqGgpuRW1K1wE4BRTlsbulGC1QRBEkTuODevTExfEWCng8k6xbm66xKtP1dJo7J_YP7tG6zbCGsIB6PrecunKj-V8=',6,8
SP,b'gAAAAABlvSCBy72D0IOo57DCxS1ZxRdi7UYO-nqKSTFm2Y29jgbkKEiB2Cb5i_FIBdV92FZXO46aZkKEVwNsqEAYbOSgZUr0iA==',3,8
SP,b'gAAAAABlvSCBFUtveSf36qKCg72BN-vEekptlDaPzZ5R6dNPb0e3Ef8XPPFfVmlmg48dVjy_Gred3A56oqmtqiICWb8PqnBHlo7UJXjNeAhnmKr0jMm-3po=',0,8
SP,b'gAAAAABlvSCBQZbVegPYvO2bKN_VxZfdRb4d0adDXR5N8xS6GgWm2AMNJ2_lNE2f_s1CRqZQswUSv2JlbVXBR7PM2UY6AIMVJMjR0oKEDHeC2n_HZ5WIHNU=',24,1
SP,b'gAAAAABlvSCB9Pm3MrsxscsXlkvTDmjmeNr4GWHo1-0oMXkiksr5KAUj58E4JiCuaBLlbtVqzMUNson0KnCZuU6dLaEExbvfoR-UaOVaRE9pXyg_Iv9IWW8=',10,98
SP,b'gAAAAABlvSCB1l8KIVCRP7bxUMCNpdMrL9Y3SLPdYaN1njbGV4BCbxM6nXKVjQIw_BV_Eauy_YmW0cO7PmkJ9Yy3spk3tV1VGZ3ruzpLURTM6-gr8TXcEt4=',8,0
SP,b'gAAAAABlvSCBfx_LAfsdwaUEOtdD5BP8LwkOkL_6gxVRliZs5QWF8fozIRVm17N0r5iOsNlGHgc8WkPIENnW9BQP-805-edkpmRUS7XLP_yaJYCOZEwqUk0=',4,1
SP,b'gAAAAABlvSCBdsJsbbo2YHzAYekA3Xj-XNCpCDJQnSN8ORAs48S7_ssmtPeKNcUH1SQ55XlRH7mUX_SSeUSwLN1dgCTtYgpQRyPjODPT1p6feWtsSLEhGhc=',6,7
SP,b'gAAAAABlvSCBexf5JSlHQmHiit4mx0FFhTiVD87h-Vf05dtPq9kvNbvFQ_5uMkTqY9PLDCSTyy_yu3-R7JWL_trnPLZePOUtePVY8UkFrtKOS2El15c6zBWSrh5xR5psQXIhVAVo1izk',56,27
SP,b'gAAAAABlvSCBSuCi7MWrX4wz0vn8eNP5At1n3hnhR3Mh4e_sfzY4rg5_6b4RuClNOFGXQhOPZ_BY4-NuLEwdRlz4dLUnhPLdkVJJvtUON5oP2bWvkwRg_4G3zuv5UUYHoyize1mvNy4B',5,0
SP,b'gAAAAABlvSCBiqahAN46LBU3n2YaTHyHo8s1oJ9zJVPJiQ5oM6cTmkjq7IihOOwzDYvXNqEXigM5qpphB-0J0ybwgDkUWdGFwH-haaP3r_ZrssbsONqGKSY=',1,8
SP,b'gAAAAABlvSCBqHqiOXTzmw_TvRKnq09bUNmgqsbUuX2Z6oRkHkNtqnMV2GYjzU5Lu6oKrSFjW6oyrDaM7PeBRHcu4XuFD3bJgx11LMhpyc0IXdAUQhHVi8E=',3,1
SP,b'gAAAAABlvSCBiGOcWi6c0LELohLr3MoYvK_OZFbrNI-1NT73CbQYeVZQVocIe5yyuL0qKf-nNePiwnesJSoecXrzbpjinpunszKi8De_d-kwokj3ik9Y-xZ-9vm9Dk91sV7LXAWQ543P',3,0
SP,b'gAAAAABlvSCBzbjRmCRqDFa8oAbqxc7bn34Ek7iPSwbGgTb5ZbvAcN_J3OHIiljEFboQnjRsdz4nExqPvHvlbf1A2s5Ph42KXb_-7ClfABk3aeO4VFrK648=',6,1
SP,b'gAAAAABlvSCBdscurjHVovOsReZWwQBy4fSLOy6UC4ZJ2ShFvmWdPa84YZAejQ5Z2p8vrJ2EU4XCrLexgPJBDPD25xbqzO6urGSDG7VUagjj82LFocgOXPE=',3,5
SP,b'gAAAAABlvSCBsozTxJCWJW7m5xAKfsNgqNMvLA3uG9rvG9G21KlAd__uSQ8hv7K4EmyWDpXQrnUBM4hDsckwdW6h1dpFU3o-BqKaHfvw7hXLGR3teD66pJE=',6,3
SP,b'gAAAAABlvSCBfEX9BWbgErM9jw9reSniRXbbKOFzuQbv0FVABQfHvNhgaKeTjlbtM0EWgAQuliv65_B1r5KN1uxbOuk6Z7_c8f0mC6k26axUryR49WK6PvooXpXeO_8ze7NI2lRtooI5',7,4
SP,b'gAAAAABlvSCBF2OCmHf0ACiWBuOBXjiF9xmkHgUNaVcNRFD2-bnsEQ3SW6_AeJGqfSG4uqDq33dcff8FMbveCC3L36gj6aTum9cSskY7BKu9KhfBeiJBqyE=',2,3
SP,b'gAAAAABlvSCBNpDvxIkWUMWeJy9i3_vDniy6Vi9KjmjgG1L9ZdtVVGjdjXzTRfTGgdhSbDnDknIKnHnNKAEICD5EIZcRv4iF3w==',7,1
SP,b'gAAAAABlvSCBRc16zf1huuGG-fyPT6_CPqvRqpDO4jQ4c9XvtXuDgtVvScIaXPIsYGa3n_ehZFhoUCK_tP0sj_bm33Ojhd6WKqCWjSQdewUFxnMQIHYDNzw=',7,9
SP,b'gAAAAABlvSCBlER-eyLpUVd1empLWGsY1V2GGd7xlA9P5Nf4TBRhfU6LJjsBz8Wh2afwUek4VPkwGR5n8wN1Iy1KEyk4mmiUwszLzkhsKWqe7GiM-8PPauU=',22,85
SP,b'gAAAAABlvSCB4AwB0adxEDj7wILv7tpwLoPS85mT1NXuKQgtJmvwxe87MJspWjcadLNfqxW0Lh29zrrx_twIkIb-3HdctYL2etsbtgxIELQ1NxcE1p7WL60=',0,6
SP,b'gAAAAABlvSCB4SY8YRMJ7g2MksaEMlBJbU_lDBdEP1kDdhqgDw5W-D7AEsxJ3bJSig5T5Yz-2Qkl5A7KBA5cu1YWoaXytXBFb_VSJ2U9fRrueYgorQmpkPk=',1,4
SP,b'gAAAAABlvSCBAu0nuI0gYhWRgfeME5G9CdzPl2rono-9GhXt42vtlsKwUUGBbzvX8L1igI-5-W0HUXiSGRx9IVH4ucF7BetaNVMNVAzK0raivQdOpI_pSis=',8,8
SP,b'gAAAAABlvSCBqJP5cpZhUUl0W0R19mcT0NpFtVxNSrVluKWJ0xlCTzxCCS_LKOKNgK_6nIQxO0-CktMEQ5rxi3U8Igf1wknn6hnggVchLVVt-JLx3RRH5U4=',5,9
SP,b'gAAAAABlvSCBLTVbb96y2-ez3uttLtcqNRCs411g7ndP-hWF1_U-MP1D3PhJGY5pbkVdvwNmbz3NrLWc320zzzowd42dNffpbd3jbU_dvE1oXY-Ryl-z4gY=',1,3
SP,b'gAAAAABlvSCBAvKcDnVNxS_x_a-Ntt27Ds2smqhAFHMs3VHC__vPEHa6faiGaSxdWNwp-jeNlQ-je9YLaIhU2BVHY70F8SfBUJ0yGhy0GwrYSJ-g1a3_gy-NvhY1QcxP21MadnR_mBCJ',7,1
SP,b'gAAAAABlvSCBF1PU-f6N5UzJBOSc5t6p0fUO9HkdcCh9bxVU9_wO4dtAWE8sviSggWFSlpSuBKV0MaY87TomHQlN9wfe3Dn4X34XXwgustCLaBN9g4l9qg0=',5,7
SP,b'gAAAAABlvSCBqKla2xlSXY4YjftxOoeqeeKLXwvKlivf40YgQulILnt2h5U3UxroKt4AMQpDmUdGKyrOo0iFGmhdi1iyGSgcP5q4lsLyCEShrPbvTWie-Gk=',7,9
SP,b'gAAAAABlvSCBDVs09QaBaOHjFqOfO-Gb6ZntFSMtpDwXwXwgSy0BAuxVHKtflUFhjpXfJIYnXefPwG1IyPZRQvhzG4W9RnLUTp9YCJdCZ5WVcRhdO0KapVA=',6,1
SP,b'gAAAAABlvSCB416FUORb3OwPiE6A2irJhB3QQ6VIEaKBgw7PvlfRWSTGlJCY06fZK2NeBG0gvtA4AP21TatZ0jzJcCvHQr330_kKCk2FDb5i5aEeQWFmdU4=',8,5
SP,b'gAAAAABlvSCBwZ7QPOTeuwd0Evfo4qF9o6eoE1v9rbd7AktIOVPdbrJAGCJA5cGWFiK_eYZtP7sNQIa6YIWkgeC-yXO0gOl-opy0N7DrTomwWgxkOz1fbgQ=',4,40
SP,b'gAAAAABlvSCBQ_H9bXYXbPUjRvEo_m1O9rBGyRWLUaDAc6qQLgSHeJAGK1kiK_usaeGrsEd18z06cQlojO_tuV-2jyPy0-hbSQ==',6,1
SP,b'gAAAAABlvSCBBIjQJi5TJbnDcHJV2kSoJS16K_jmnrCjhmSv1M8xP7_a7ipXlBXl7VoHXoVanrJ2t5O2AuVwdWTosMECPfVcAcsE8D3ImmFNXXKluBZnI3E=',2,0
SP,b'gAAAAABlvSCBXxjpvYAo7M753zKFI3WpNLdnAN6c74yrdf5WFyxgQWemT2rwbPpAfnOvfX9Y3citC-EN4S2vTkjk3lDFLKL9o7bPL6H9mNkmPBrCanFSCCsbN1hYa-rky9dCzszkbicJ',5,2
SP,b'gAAAAABlvSCBr37wfBqINcXXUp9EDgDMOM_sVVI8fOF2wZiGQVC2dlS08CTwyYBebm5GzsaTVaXFTrtTqrQfQXJbZ9Fmo2MCUsKYEoIij5pCltNpiSN0U0o=',1,0
SP,b'gAAAAABlvSCB27Kxn-fYhIDRqWsPtHSpbMfMazwauJimjlGecWe3yPN5HLIM33-pYRezZIP4xjF-dwWOBf2yLHXHxaRr08h0aenw3j0SFTC5ZECHodpsLls=',7,6
SP,b'gAAAAABlvSCBtrtBNRsilEi7TYmBAaXe4yB-rUdUrO5dkOfKFTu0pjGffbomIH0g-aSBfx-R-a5_ThOngRcy12sucKrnBpay_wLp-Ek_mWA9n_EDs20Cbp7Vp8hOu5ykiSUcRlQn5rb3',2,9
SP,b'gAAAAABlvSCBlhLv3Chms_zq5l9T4VZC5MNM6GCcEeDEHP1ZqMZzfkp985AnViHE8IjElUePqSqOeUV2MoWAPIgKvEOmLfcelw3k_PJGrN0gWZO-I3cy6Co=',2,7
SP,b'gAAAAABlvSCBX22RwQG9p_cUUA49OpzNqtTUt0xFXcvhhL25XEYUsAQvl4tASsmPuXSeozcrIll15NtQOSZ_yoCv6raO65CNGvJ7AVlqkbb7n4MKRGc7c8K_3V6ZfW3IFGzlWXxb_4Mj',3,8
SP,b'gAAAAABlvSCBWoIKdAtlvEAsA8p5rN-ba9-R9dN65p7K6umBSrdBiItSx2FgDL4S0TI2k0Ma7xGwJDHEC19GKVSKlovQZf_8bsBUncEzWnokB4yeYuB7AXe3P5Mq2VwZsP164IumlXS6',85,7
SP,b'gAAAAABlvSCBajzOoooxVaMwRQh6mCUCt6K8wnxmUlbuNmHZU6igPzLF6fYUlLcVL6-ZoJolxu7zXu4ULmJwrK53NrWFXU_ccUqWotjVxp51M42cSINh4Vc=',3,6
SP,b'gAAAAABlvSCBdCr9OHxYOFvW0n1d6F0e5-O6keFKEiXyhxYdScCjubRGolV6rUMaPgkvRp8sp_V8c-bNTNbPlJO7NonCkG7wnPflVXwjvAlwH6rh4cJvy2o=',2,2
SP,b'gAAAAABlvSCB_lt1RdGnQaxaQvwyMNcaMmPcvEU8S6AMlvRCACZp91jQLEwKqcS6YMcHmwyV5VgG8qH_OALI4uZOTMAfN0xwYIOCv-BjBMz3uPQONIKJJU8=',1,0
SP,b'gAAAAABlvSCB-cGLhPOJxr6zlDHJ5kZYo0HvIF8fgmg6ZYMY97rBi9sawB5ZNXdvvswLRTrEai4dtbV0zA0I-FiX69sbsSRD152wpk5pli-Lo7Mf2Qj7O70=',3,7
SP,b'gAAAAABlvSCBBxka_QGjmwgZGD6lF1WiyYa9LVDwRAQ3GcNL0gJ4NtIMqSBW5Ks-aeLNCHa9fuImlI7qeEtBbrFEKtr2Xe1kCXXvQb-5y1JywFZm9O09CIs=',4,3
SP,b'gAAAAABlvSCBb5JEytRGAixWSpiRf2--tgtwBkqcIYUrJzy4U04Zdgnz3x_VKlauMoOu4znT6yBSCEX_pMus2X7UuLQLxpuwd_CP8AsW6lv81l_hwJgJgxc=',1,3
SP,b'gAAAAABlvSCB6TfD8y0Ilr0fHrskunUKGpxLK5gDBBeIs3DuFHvmxbqq0XZIl4HxXpQ8mOJQzeJW3iabcLvksOuwO8E3rdRFGZRPv9CxkGquhMZp2kexUwM=',0,6
SP,b'gAAAAABlvSCB6E1LysBupKME8OPkNnPzO7Yg57CPwgQXumIJFRdv_shA4iL31nHi72PHGR8koedPtvhswSlKAT23j8buz6XsoNtBcATXt1hG-imW5UfLJQu2IurGXuc5zDKOmoVpRxGV',0,7
SP,b'gAAAAABlvSCBQpeoZME7BHXg-2F16GpHWAzGm5uCvYHj0oiUFLj0Rxjk4gKazvBay_ObB-fsRwQJ8Yas56ZuK1uFzsoJ83iPEebekVNaxviAfIvosM4EnKw=',4,2
SP,b'gAAAAABlvSCBpb-4kwHDpQldbQWkzM7N4sVf7Vz_IUcaBYYDiQaCzJI9uRaS5I3cPpw8GDlWi6SZVxvhOYmxcq47aQwrBCx_j7v6_Q1jcUB4GtqbMlN_T9A=',6,8
SP,b'gAAAAABlvSCBZATjUcEHoBRz38I9NxnMoB9G_aaGhAYtjuAml-fsfrS7Mtb--qTDnih46aoCw6hobpMi2H3uhYW1j3o2gYfsZZA26UUH4itorSexZ4tEUFI=',0,0
SP,b'gAAAAABlvSCB4N06LA8PMdTkzzL7aSlpOqGOG-99iNap0dWrGIb5bVJ2_cuRiFJD3NzeIw_B0L9_krXlw5aS4hXV8-6nEvj0_G_lDSpYTdwT63BrLqSEPsY=',6,1
SP,b'gAAAAABlvSCByM_NQkYA59TGvPiDy0ERt__sYf2k_7YwFV3JQT-5ojzRcEkt8OifuRjWX4EcihhwryV6cMyDrdboDztrOrlnJv8y92SqjEUZsumHbk7ExBU=',3,9
SP,b'gAAAAABlvSCB4kBdgSm_MnQmAs6dPtYkFRwkcUsM9CYM9H4ZEuq2VPho5RwoaM-kiaLeodMKXUy1EW8XphDaOEosz4Ugx_Y2pYR4BijYaPNMmOCFxSI5KhQ=',9,3
SP,b'gAAAAABlvSCB9KuHuATtSGnb0AkE3OXWSbcZguBEux--clpRxNqVjJbGmvjeGycUZUwP6ah4D4Qa5z8kaYMdrWm4uJt8oSg600hA_NqDr3IzTDF3k-ifuZo=',8,9
SP,b'gAAAAABlvSCBqxgznmqbe2fvIpjoycPxFScuw2WAOWS2eskD0PapgUg2QzZeNEYv1C0T3HaYSf6JzMmV_yMGN6nRoXyN_NI-KQ7mn1-_HWe48SF4D74tTh0=',1,2
