uf,profissional,metrica_1,metrica_2
SP,b'gAAAAABlvSCBgJgf5pI0Dhd80fk6fVPa4kLxKRUGB6uLs6Hg6wHuwT9JhpFJTpqaVQgx2jdKhUFhNVXO8ntrJoInntPlx-n05A==',6,9
SP,b'gAAAAABlvSCBBluCmHxQZVXunlZupUbFpgn4pc8jtoclL5Ilb0wYd9ieoYx8HJNo1-eywSqv9IJdP44QsxRyHOUWWwOSl_1drIhfEEqD793ykf0stpW31fA=',8,6
SP,b'gAAAAABlvSCBWXACj8sAitARsQS_wx9pWbCwt3rc2Wh3E8adJ14j2Yvq5Baemsmm8r45qyeF5jtY3Ahz021JqrAdLyokmdi8mBgec3EDq9Bpwz9U0luvh1w=',5,8
SP,b'gAAAAABlvSCBLPsF7DNCGd2oV10RncA7TnbOHZxPzGXWlwHj0qFce5ggwhL7ZneIYzfwSz_UVlkaI0Mg_KTPoxW6mDL4z6S503WCMg56VQi7ZnC9JF564Cw=',97,19
SP,b'gAAAAABlvSCBZ-pk0GM1ORpgvQWEzzgaoJr11ddppIdXyClFI0Z6psflPRW6NZiap8vC0N1c5LOw_pw1SutTqaTOTtL0QBb8eJTUOveOmixbEr6STgc3vmc=',3,0
SP,b'gAAAAABlvSCBgsbtm6rerhfpttp1KutODvVBwukT2cLsswER7rXrnvARZZMHM39Ll4zYR8veM2agOa-NiQEz68DOOGwnGecug0X0-fdxMGSAT6Xa34iEfQA=',8,0
SP,b'gAAAAABlvSCBjJCCcG2jdx6eC2FEMWKVSVE15p8TURO8pHgzGthMqAqy1voo97aeqw9KtnFu31x86yX1LMouPhuQK9s1rgwFb0QdPQjpArahlim7gphjBdM=',1,8
SP,b'gAAAAABlvSCBWVOiMUOacLbrcJoALisaZkaruitAvns8lg7BtKdP-L1SG2lv1FD4vqfyH3GLpz572A40wvnbcJh1UTXpInqRn5L-zb-Xq0b8j91LvWpIsmgUm7ZcavMkl1DXblmE3Ss4',2,2
SP,b'gAAAAABlvSCBfS8p4ADuDBYv4LQAxkb75l6v9JeGdoF-2nFd-eyuEFUpbm3vWPzgmHxwlL0xzYt8PmHkJTmsNkeFtdF1rQrU24VJundq1Z0g_Ei3UQqXLYk=',1,9
SP,b'gAAAAABlvSCBDI_SU3RtcJCALzrpnHzN0XkcSWpheL7WMRxSpyUVa_CEy1Jfgcc2kSNUONufHlddTezD4m0BbeikB-s7V9v-nIJZOsg0s3fVPTD1e0WDoUk=',2,8
SP,b'gAAAAABlvSCBXr5hVNVmNueL6cZ9uUEUMXgy4neXvlZaRYWi58nzJAnrGk565um2VD4omF9CvUEpjOtBMicbaCllT6uJLI5-U0JLyxDsRz0g_epiztYtDmkdm18wF3m88MTCm7iit73v',3,1
SP,b'gAAAAABlvSCBsspIVcPx2hbPTTnewjpHtRgGmTYU9dWQMvNsAdbO4i-uwqnjKsBOh-hZasCPS6Iv1i8f_wvTEaMxtXe40cPMieB3Lou459ZoFkpLFASMurA=',20,49
SP,b'gAAAAABlvSCBKvwepk87kIGsRnoIfvUTdA1p4pyDGEvpEaiaBmuiE9l_9tsAFXS1B7pncbcUlQBMsemasX2O_z3PYxAMMyv0DszFzhX1K0vfd0xlyAiXlGs=',9,9
SP,b'gAAAAABlvSCBsO29tM4-5X2px15r1aZt2xyTifI3sXM56k1trNXCOWaWDGpvsPsflr6xv-adAk5OPU2weLFA7ag2HC8m4Re3Vy8ay2YTxpAFNQTFsvr9B0w=',2,2
SP,b'gAAAAABlvSCB5vz3Z2fDEE1AHJWOJaiec7FfR7TxzFnUoJlkPNIuwkp79RYW0K_ZTqEcgPs-DZVBv5-CPMVEAJpDl1GyPsz02eSW1yPszqBAiv-52oaNoP4=',35,27
SP,b'gAAAAABlvSCBiaxG_7y4RLODgO5c_CzdRBlHfBa1nNJAK6EH4vBxdSBRfqBQiQqJ5LMci7AE63VjN-GjZ87xCaH4zE1MMVtu_QVEZW4niu6wxm0R_DfGi1k=',5,9
SP,b'gAAAAABlvSCB64IgBCB8x5ugH0cvUehJ2TnHibBQ7xX1GQar7PAO4gXZi4ZUmUMyplmAWuRX4jlS43azouoPj4UroPp6ywDwrA==',9,0
SP,b'gAAAAABlvSCBwZ1vWKZ-RmMKZLQnHCYQKXZWXnMmEAWh5bVFCp_Zr86axkh9FEq9hHIBSGkrehgp8D6FGnaLaawlLvpri3wNhA==',5,2
SP,b'gAAAAABlvSCBKtae7SyCWv2Y2f5-8QREa-ve6r4jHjbaeu0SAfWXcUioM3c6huCK1H2WUmNIpKtsJ6u6llvFb-xA1Fq7e2wS0PlURbOB8nO9Rww4Y_BUiiI=',0,4
SP,b'gAAAAABlvSCBOrm1kA8eq2bHsOuZMnFc4F-j0-Hc6AJlmma2XielqxmAwyoPxRZncH8heQ3aCNYBnV7o64nFVafxOCXm48o_AUF_OsbW1dXbh74Gjon2Syo=',2,5
SP,b'gAAAAABlvSCBRMXuJEeTZTCLSKmwL1aHUacUupMg0PpvJkfn-nUW-Wslu5hJScMBFoQguHTB2faNukHVIct9BtCbVD3I-ZYjbQEbpGsyrfer_Xifl3oIbfs=',7,0
SP,b'gAAAAABlvSCBywejxxk-3fxN0kBY03bthzzXtDP_N9paGR8S1t3v9Uh7CGA-Xbz8FOvJT7fHybkExCFWncQAEUhYNEcVDEnHfuBYBfhQuxS860UpNvc4OEI=',2,9
SP,b'gAAAAABlvSCBt_mdjFwqn4iKqEhpbS0eNuy8i2PoMheykkcBCG1fLitnH09guNtGmwGhigUMFLqtdbzHTgTahyLVRLQ4f0qgRV2X1ga29ps1uASGpxzxR9A=',4,6
SP,b'gAAAAABlvSCBoFJTOohKRVMxLOu32CENWY1L7hbuXAH9mpRSQ30P0w2AMpL4v_rVwnMuBD6FTjnLS7vcID4XPCCwhiCDZVxfMYvQTNUQtWW0iMmoiADpNAk=',9,1
SP,b'gAAAAABlvSCBRwfcoQbii4CAMASkzPinLECPP8qLH-5QMcpbPWAmRU9PACXkS7J8Rk3H0RTtqJYgXjq1HTMViXn3rmzl5B6X36_0bmtfaRisufv5dQ4hYy26bC7BkeQHJXD4kCAyzcFt',1,4
SP,b'gAAAAABlvSCB1HSSNqrga8tJgUyW6CxfMHnQ_fT-Kv8tG0NF0VjqCZVRC4AdAjWm6EHlUMWMqlmICwVB68K9lFEdxytrMyxZV9ATUPq-CQn0162nE3W-Fk8=',0,0
SP,b'gAAAAABlvSCBto9QtE0UxIxfD6EB0mGzTJ8eUbXr4FBJH59-7rHNUuTv-zNjDVo_uU-HKCCPO4n-S2CDXSbrmQt-3syCKZZDwWe4Q-ULF1u50lfYK-LV3XizU1eEoxltCb1ymlJoIf6q',6,9
SP,b'gAAAAABlvSCBbgaNdRxEO33qBCBygHUXPKMLPA_ZikGOK6tDXaa0jfs1ARLfn4WeHfTUMuJki19VDhRB7AEtVV25DGWM-j7lwSoevF84Obrv9qZOciXEE9Y=',2,1
SP,b'gAAAAABlvSCBOXOXGraOCrCQ9mM6TsBluGpf2pac7PFh1FEBbHjS8aTf14Ij-P-520xIsYBTgSdMUx8NQpDq9l5k_xabLarlaspziZy6w2a_wzSjsvEL4sY=',1,7
SP,b'gAAAAABlvSCBwQbBivSgyfOr_J3rCwG4g1VWNlp-8yZXfY1IkW82FyG-cflpIhgqyN6r9X5qAdd_NHm4HjDblG-3ODSavOu6hX33Kat2uhD-YWpvSD0aKFY=',6,1
SP,b'gAAAAABlvSCBTbeC3IuHFAD4dms29Ox_qTz3V14MjrAIxkEVfQuF-8kCQdW1GYmw4pTH8q89Z7ZXplf4t6VeCpFO8dYdKh6rgw==',3,7
SP,b'gAAAAABlvSCBeHL949zXiX1DB243t8pxxfLPP6jftkwxEJe5pgYM1sHGJQv49-V3rCqpW805Wvaanqbc5CuqNeYLTiHC9cUcUgXMf2kjIMA-dWrc1IygGCw=',4,1
SP,b'gAAAAABlvSCB3ONXiI3iPbzbbx-IvU4VyHZywqO3l8P749fAk7Rfvt_z5Yv8_llNi743Fnzy5xQyf97efHK79ZWlVSUJ3hgd94qdvgy0Pt6nEkEMWrhdMDE=',9,7
SP,b'gAAAAABlvSCBsQM6uHjRvLPFkMKOIyNnD38L4NGGADO4oWl3bZgBNop47yDWfVqR4G3X3jUIqA4xppQrTCp3K6rd2pMiC2aKt0rgv-I3EzCRKmCnHlcVigk=',5,9
SP,b'gAAAAABlvSCB2nh5i2gpPoONB4yJr-lxrp5oXJ0HRMn8xs4yhHM_Y-jHzTTg0b62ExJdJ7T22xBY731nMOmME0ZOm3emumZaXHLqWv0RT9KgdnnNMccq1ME=',8,7
SP,b'gAAAAABlvSCBgehv11mVdfmuX3hU9KWmVNcvW-5F3WhbiYhOJnBb7OoOru9xSwxLG6vRlx2siAETeFNPMpWA3pca7sv_R8bsJu_-OtF_1V826KMOalKf36A=',55,1
SP,b'gAAAAABlvSCB6ifyu_B3qZgaQJdkBhVHCPvs2Vl32BaN3lwS6WtC3qguEkzXuE-nGhlhz2G1hP-krMACjnPnBAm4HSSwVoZR875cJc838wpNEy_ryY_mgik=',7,7
SP,b'gAAAAABlvSCBqjbnUjCjmZcnQ78GX3k7Z1LmCSlawPoA-DQ9E0QB76fZKzMatv66Ic7BUdOVFoXwGKYoL2Fde-AE_5oW0mAyepUqBuskCUUYeNIDXu1W6K0=',6,8
SP,b'gAAAAABlvSCBKxVnEOX8yovqu74LXjeZZhNG3eqcbf1vY186lXJrwDAeHyubs5Sy8rYUibVhdkNLvkkWLsrkT0qayEoMZOJhxMvyPRmQg-c2DxiLnmzxlhQ=',4,2
SP,b'gAAAAABlvSCBX3RmfTQR48NNaxpkC8Nq8sSrEshO5H4iWNxNl_ytv8Ss3l5o1HrvGNWbWO5Q_gBbmJfqGlUkAU0Gf2UiNKJERJU4plWiHm2bD1BDsg_9ghk=',1,5
SP,b'gAAAAABlvSCBvYSx3nGfL8QsijOtc9cgrkR6Vjksx_lcmbtYB-M4aR5rcmPCPRgDMraa0Y0_ol8GXxR-Exg4SjdaGP64pOVZ6VMJtx4WByi_oFUrpGljKvw=',4,9
SP,b'gAAAAABlvSCBH_np1Rq-yo9wMp0S5inLrUTToE4BOLoebTgEnvu9Gfv3F6Q58_5k643VvHNReVscKpkN6-zNGhNSKqDyQWxsVcefzoW6eksk2s0lPSpmkqM=',8,1
SP,b'gAAAAABlvSCBycT6NscazzYctCHhBzXckgQqM8breCIhF7QyAeAIzev4MdE8Nn-ss6JDebgj-jo_WWvlaUoNAt-F7XoRdDKfyg==',1,6
SP,b'gAAAAABlvSCBGEdz58fMZK1A1zrfNp207ymukJY94ooxLcApNpPTOyREidF6fqft_By6ju1X2_UHY6uggyk0gxd_mHRuSz3Wpot3bHc8sg1GOlnzBYZpmek=',7,9
SP,b'gAAAAABlvSCBdCq7fGG6DrnPlcYe9Px-G46ux3DaYrocD3O4R3QlBQzaL3v34tBZ-9KnPc2adKuuzP_lW7E2kdGKh8K9o2rcqg==',4,3
SP,b'gAAAAABlvSCBtJYCHy4kEN1rAkZntf9TUs__Z1NqnQLO83zMJSvngqkyg28XgiphocnnU8I9Kbw7WhOgZgetQQOkDRsNc8P0OjtCvFso10Ob1Ov6B9H9ISY=',4,9
SP,b'gAAAAABlvSCBrBQM7DuHvh9yGKiZqChQncpYGF12h5kqkPhJjsbniSeo65eCbUuYYGOjmostvEZs2lqrwFs72yLrAfiCkohCxFnn3KPm9pz68Wm5y6I_r14=',1,2
SP,b'gAAAAABlvSCBIhVAR3LcAyddDVx0P2ANIt8_toYcYQoOmGBDbBM9u23zUAk_He2YvcmEvA4QoM68HysX78CUrRJvop1XrjtYORqCoIOAx9oes3vWC35jyqS_VcE8J06vs-wpiwharSrr',9,9
SP,b'gAAAAABlvSCBdbpZBafHTsFHdQvKelWJXF_WxSR7oINaf46lgzG0R8zaryEL_mRU5NgvJObMG5_wHiwerUQuyWIk-Tzg_R5sdz4zHZSHoIlUkXeEYcb6dnA=',1,5
SP,b'gAAAAABlvSCB5AHfdB_p6tD9XdAx5V-NSyRH04g3CAwSOoYqrS8LrED9r2Z3_4AZyxYQ9teBcOs-XJpwsovXIQ_-6iKhMxjdyxadN9LhqEWM0g6-P7I-HXI=',0,3
SP,b'gAAAAABlvSCBKv5I15HLarWiMdHKnZKheoVay22Sqd_j6Emlwyys8KnqEMNetmGNiwdiIAaQxXG-XAfFdwJlJ2W0TCbVAypRbMM03_xbnqOxddFkZ3BYP1g=',2,1
SP,b'gAAAAABlvSCBw-XXlLxu5JaekwPB_GNLmgbIoQXTLe4rQTh2CdZ_uufy6Yy4xe_G09OrvxwacPPqBrI5e2t4V7q8TmXHROIqSRWt7psR_XMfV_M6QoTJO8k=',6,2
SP,b'gAAAAABlvSCBMWFwp7CmhbXJVQM12bf2Ya3XNP3A4mK7zGU3IZCjnmwn2xf5I6rO7_tb5i3ILiZ9bDlqQYkncY7tYPUOq2rikVBItx1cn9wypL-X7ramleY=',22,54
SP,b'gAAAAABlvSCBf6ExlwwrSL4_oDblzmTTb4c9sBTRRRMI34r1HMunWaVDn6EcagITN7FYRV4jY28bsoPC3HiCJpKuByuc07BURJZtkhLmRpK8EScwFVoeJOg=',0,1
SP,b'gAAAAABlvSCBPAPDekp6WeYSfUtKAA3wFchWh-b9X5gW8i0ODS7SGToATpOZo1DC2mB1zhTW0CijBKRj7ERwu9ZRYhpvVfaw4A==',5,5
SP,b'gAAAAABlvSCBKx1hQsXJopRmfJGll6FSqF12zcRScDjLD5c1Gwv3nubUS6kyeT1Z1dUj_Rj4ORfenm4_-lR-v-OoWR3KC0FAvRImhcxE4v0VtIj34-JXIpUMb5oXHuklscxNAso8XOJ6',6,7
SP,b'gAAAAABlvSCBOvwvTuP38O_GXogVa-QbGWgJMZ42agjUToOGDqZ4kp2AdWybcuTixkR4-gvGqCiXf0a9JED2sBpuOC8juBszOgLFGDyET1e1uAIgKB66Nq4=',0,9
SP,b'gAAAAABlvSCBmOl1tERP80SudJ8vsSAPrtDN-A15GO9vnzqwLYcLUqJQnME6bVWRE42IKzlTeAUrBarg-ah_fl3SZ0umsuh_4k1j_zYspM8Bun4jhD7vghc=',85,63
SP,b'gAAAAABlvSCBWc99LFUFxuUzpWWzo63z849TpbxjzeMjrkKrwWVM_bnqH7In6d1rUy11PxLOc5BgP2zXxu6pJfDt_E4xDq30VTK54auzeLg7s7T8YEuxEls=',3,9
SP,b'gAAAAABlvSCB6-teMlujO0SjwKCpaDXljn37O_gIW17HThg_Fen1h6OjMWK60zf7AdPtZ8Q9375iDSkw2qy9usopGWyUUi7beytDqaEtFLsc-zwRb-AjKgY=',7,5
SP,b'gAAAAABlvSCBdaAxcOAisgdF3Lqz9Q-o1Vjk094dylXwO3-X4UxOB4jXt741yDUiTF_p4eZQnmZI4Vu2P7_weQx8sN6lZEbJX3QNmrOaEwSBGcS1K1Mqdz4=',6,2
SP,b'gAAAAABlvSCBNRezFxW1tamiZBazrcevs00RtajNOwBcpIloHXAhb2R_RuYhJjSypqEADlwJdATiCPcvMCTDwALYEYxIMVsh_VhfHceo0tqnkDSwaSh5j8g=',2,2
SP,b'gAAAAABlvSCBTLAt4BYYVMnRfF78PZH2VXXlkwKYI0vDqqtWtekaFQRPOSo7743xEpUx_y3zAWsYjeRGeQjMwUWOkaEHqv3PktOXWaNjf4jPnjIDcKB7k0c=',4,5
SP,b'gAAAAABlvSCB2pU5B3NfA0VuDtFtjn2aFJiHTf9c7qVwhlc8mim151pDNnIMojXcbjyPt6s05IQz_GdrxWiW6Vl-g1SKJctV_SVkoJaKfP29-K4-ybTe4v4=',45,7
SP,b'gAAAAABlvSCB0gyJ3ez_teh-70Csf1y5j1-RQWnHPQzjKlhiVGFSQqWpR0cn9DqxgiSiOexg9GINqp-DHOaEoGXyVRrMYsPa0GoNOD7j3bnjnYtnVw9nzEI=',37,76
SP,b'gAAAAABlvSCBBbrN9-jzUEDEtdor2Q-J-i-9T5Tbb0C7I5qVJbkcVpfELiiYRmhT47Cki8q7tNXKXJ6Fiuy-SeipSsNzJ5WF1WRPF_GEs6XRq1myHfQvDxo=',1,7
SP,b'gAAAAABlvSCBbJlkR1vdGvknMtI_C-JlCyrM-tGTpEM18RFtWaEhebUcGS8gviaU5tnj47zUqG9cIzmnDKXlal6FdLk7stuR4f81F3LfufkIGHyZRIqcpKw5_IP2Njbs9TrDS5V-Rp6U',7,1
SP,b'gAAAAABlvSCBx5AX0wD5TMeTvHCUh2PQgvEy0nLObA6XWCmyTRMIQPISD-zQROalN2aH8vkg9TnqJRVXhf2WaNiQiVRqsloQKcm0Ppkgz3t3RZcOtPDJv5U=',1,9
SP,b'gAAAAABlvSCB2iORSr892ceJiJ-Qym5Tsbl8ryQj78pZk5mqSiU3h3b8yjmrZAGHRX-_sdRRXheZw47D7GtBnZy8xZ23nsnfNrFE_9KNepNdWc13c2gKPhE=',6,4
SP,b'gAAAAABlvSCBzlAtVMYNvvVbFkp__RneCtEqcbWvw_cH1mqWnNDXsbrQ2g8TSwzJsfpTtlPM6KHzBVcQdA-Wz3hqgpOe47JYSQ==',2,4
SP,b'gAAAAABlvSCBlTQ4MDi8B4odoFtok4Zm0LaeszavRNTGlF88PySBhEkkMRJhUX0rYLJ1vOB_5NIsLQlkvjqhrxm1CTMqavfeTAtrZwii1jhehIkiF_SBGgU0XJ9dFL0bI_iI0-gT95K0',13,72
SP,b'gAAAAABlvSCBx2CXbtNp0GY7ZfZPZFHFl0bLsq5EBjYI0zvYw2fBFomnZZFIpdZs1bzb2Id7bkZQ8zlQVgMM9m6G_Is9we8-xbewJnyY8zsIHijL8cycNXM=',3,3
SP,b'gAAAAABlvSCBcVmeBymDPSjBrc7aTvmbWpLmw59spNpssDqrfpfP2nliFPDsPk0zxtO8hfVrAFvkmrOcpFi1yNEnyta5NZqZooBg9avsAOEMjY1UfhFGHhc=',4,87
SP,b'gAAAAABlvSCBoPumN0C81wF_dvseq5AofImGyybt78BObaWwjYTGX0j_99AXoyUdv7Tcpf6K3AhgZ5U0rB1F6eE4LfTiT9hwjCWpgVwsTXUHVDQXkE-rbgk=',0,3
SP,b'gAAAAABlvSCBU9KstUahWRr7V1FvI_JLDiiRmuNFRYb4W3X58xHS_gcvPd0LJYsA9GxKmtos0UxrA9tPhK_m6h1j6rGQXhK0QEM2SjFRcj9ojhRkNby82ts=',1,4
SP,b'gAAAAABlvSCBdkVC1QwGStndwXQtOckQ_uarxvme7e-zwQpQ-xQYDPaC6In0GqEor3ZtMFkJIoOvY9XOISMG0ModcXuMKU-kll-DPlCOPtnIBE4hA7XNoCg=',94,16
SP,b'gAAAAABlvSCBGeBA8LjOfQCSAMeUHQUdbH5E0A7ZVzrkPOXkCO1GXMBCbEdWF7lzP_AvPrlXTiWdFhs0bbc0prINbRrYLwcvwq-Tsov04Z_pzWrZojEeN9BVjWYJu0oOtZ0Xw9f3YDzV',6,0
SP,b'gAAAAABlvSCBFCwhOpVtZnUnqytRKKaV__lW3cSwMZ708IKl_BErwKuk2t8gD8JPW0P4kOZ9lfAW2sj5fgwTpVn3UpPgYLGi1Sxfdc4UFTJ3QGPkPvOg6COBgIzKLsoisy2KPHyPlMHQ',7,4
SP,b'gAAAAABlvSCB4tiQrsbIDtwkb8mwYhNsb5uP23WdIn1T2k15LEJjdSAkijHl0owcj7WR0VopVVp__TBFqM_KHECDlHLfto7Nj1ax34R_5nr3yOmIyucLuQ4=',3,5
SP,b'gAAAAABlvSCBWYhgkBXoMAAaY36gzHD2LTJ0gEipVbLWrRCzl_Ictmk8LRu7rL4Xsj-CwXLd2Hdq6HZFa49TjuN8FKo7ntYGuS2hNgEbWc0wKw1aXXSngYg=',51,57
SP,b'gAAAAABlvSCBCyX9j6BoHF-6y_CeMREJM0IFtFWCSYpMJmKQmWLtHouh7cPZIpJ-8-YW3WpmNW4eQZITF2C27keig6-n--bAqYkPVm-t7-J9CuHhcDxSeSk=',0,4
SP,b'gAAAAABlvSCBJmplKiWIvkSQQVo3vQtq0omrmjdk0HWBhl39_Xsj6iTfxc1JbmybMPeBrHXX5KQ_hc7Jbu4FZPoFgGzouvPVBZvABnXUIlz7bbMkO2OmsFw=',7,2
SP,b'gAAAAABlvSCBBxIoHGxFAfjnttFRG3tyk2DVkPtbOlhGL6pN921TwEdbqjkQ5luyMRThI3PbP54bj-I7Oh2r92OphtsCUNFaqeg6uvr9uhIaDVpvZ4mhHcl9k876C1Rnol1ZTq9FcVVd',8,4
SP,b'gAAAAABlvSCB4JKKkHLeHBrrNIqFbhYJdLqaJj1r75o-vlDB2Wk7cnSkTFbl0t5hf1GwRLbqjMY2HZH7lgaPhjOXOu9PlizP6JXM487NbYKbb0tGMNJavxg=',8,2
SP,b'gAAAAABlvSCBdBWia0B0cSWWbgtqySoMPiaiL7N0diT_8czn80m8qhDAQQ0RaOp2FyVo4livFz1EGlGL-0JaRTbSfuRqzfEPRhBEs7RhJFwwifK-d93EVIwWzgQ3qZC6a2VCRXGxNhuW',6,9
SP,b'gAAAAABlvSCBPNUJBJavYZ-NIiz5dv2eFPnsXdv3xGf-aRHBpPUT1q3cxZMoTn8OkVhlNiFplJVepZySEWAxLKgEiic1Mcm1kFHMry7kEUnnwHSLVu71nb4=',59,54
SP,b'gAAAAABlvSCBikRGIhH2xKegw2I-tyl4FYqDyUxVMrVZqMd6ulNsE98htsqYZ3K4njG1YYAy2NEXtshGOuW_rtXl8uL86lMmgg==',7,8
SP,b'gAAAAABlvSCBv3U0bYGpSlRWZQHraOPZiVEHOWT_6kmbmOak3FiOLOAtKUfIdPeU8jwSWEdREaaUjecCt7ubvSweoFrBrGkwPHuoR0Bg_emfeOI-QOlGDh4=',5,1
SP,b'gAAAAABlvSCBk3MF0E7asSqs6MGK1z0skKdOCk_clDIFj6EqRKgRBa0zjdXZazFzC-mzh6IZWPDF-25LtgX-W81GPMp4FFZna6hDtnsZk9LikFpc-OhiN50=',44,98
SP,b'gAAAAABlvSCBsQx8LqhDYsIP2OPKEBrdn6UhJCeuoWIwtAAO5B1dNY2e7XwUm8ZZzbzwi1VjzGq0R-3NieTt4lEXgcP_A7UUAcgWEs7V1cL6zQF1RxOZ-WA=',4,0
SP,b'gAAAAABlvSCBbk2zVDclQv7uAAdrM97ZuxL9Ing6kE77H_BwHONZMoVrvvUL5fnv5aABtLLgxuO5M-d0_HkTAe4OXQh7V8GDpRTh0W31fXdmX7BwMuIrZqtwH000GmJ5eJTb80Emzf5p',8,7
SP,b'gAAAAABlvSCBMupkOVwDD5ZGoi0kH6PZt-YAR5W-n39KKBR0DbRudefTwVM5SEJNl5g2IE8nFfyP6bBJwjW-XpBySbiWC_8uYe-Wf2lRO7Coo9UaA9akK6U=',2,7
SP,b'gAAAAABlvSCB_mC_NdvYGRRK4f6JtWzLG3sbjc0vYmj0VUWniO4urQIfDjJNKONuhECtYSOYczLXFRVYZ0c8CaoBxitF1vDC6jh7dTkUOrrgFpOxGb1GvxI=',2,6
SP,b'gAAAAABlvSCBHQ8baSwPZTOZv-c33c2e5NKUoyIIDxeCQbpZvQ8TFrOvieQqm3Q2XyVftYrSqMiX6AxjOhfBpHjNnCu2VwrWlNL_AHtAlocD6csJdlZXTNA=',6,5
SP,b'gAAAAABlvSCBdQ9zGJ5fBfg6gif_nvqjAbyDJvnryq-_10PT1d1oURb-lZL0Yhxal6iEupuHc5USUvdRjto8o7y69efR1n0ig262tKjtvv3TaUeetX_bi1k=',1,8
SP,b'gAAAAABlvSCB7KZAOHxWVODxpOKWgv2I7SjGoxmJFSNtMX4vlxCjJk54H3nYjSvxi59viKBWwfbadt1fjl0_Y-73kOkaTcaYXqkfhNMDznWELDZhj-S0AyY=',8,9
SP,b'gAAAAABlvSCByTa5fcKQWYJ6BxErrUaxELa8HxdZsFfCRQt0xEPKPhIwyT7LSFfcV7ukuivpYZtixXJyxE__Lw5DM3ue84XQk3T8MVYw0tjtJMEbXu7S4lg=',4,3
SP,b'gAAAAABlvSCBgZ96HP4k32PKnISHS7Yp018PIvC_U3nGm_aqBL6N-PECkeCqgXj9yWxBJ5wP14kaBRhD7Xv-av4Ne-sCCd3SST_Vfh7oEE2uzig7teNK7xA=',1,5
SP,b'gAAAAABlvSCBRUDMRbfrMbq-nBbFA4f9NvxpUAI1uz3_Yh8bI71bgl7v5qmaFqSJdVEJDGyyI6kW-jSemDFHlFMsy2ODwWVcFyLgiHAOz7U3Vx-croP0snk=',5,8
SP,b'gAAAAABlvSCBywkSLCXA4MYU-pIHbjwcZ14t8pJtVGUmL95T3NzuRXAiEIkeHXSAkMqFurx_8sQW0VXfJmEtbSXKT_lS2C7D24YeTRgg4es-wsaTo8LyAl4=',1,5
SP,b'gAAAAABlvSCBA9Euh4VNXBq-uJzPA8VaVK4jxOWSQ9U6W55oTDDYDoYJE2arF8ZCfvyLfgDYTEcmxYgnfW4b8zInNF86wF9i0e2yMGLqtomQpNqPMwbQnSY=',7,5
SP,b'gAAAAABlvSCBmVG_ma7d2u6ytuUvLUImvJFOCQQDgb-0vNXGbaQ1oJLQ46ZMOfaG0LDbfWi_Uun4zzH9SHzFth8IHzt78H8TUucVETnqaquEBoW1sSYYmYQ=',8,8
SP,b'gAAAAABlvSCBJ3ilW1UTqxs9oVjyclwgzO0SNmmeRjZB3aY_DkbqlD2wppFC8_CiG58-UbVQ-tzI830l5wYdMWCKvkJ-wloksXW1WMxQBmG_kQn8moi_w1E=',43,43
SP,b'gAAAAABlvSCBy7XJQhlGGv1B8dscacbBYz7T6NW3tlrfDyZdEvka9tZC0HEmjpvpi_lwuy7L1SXeVkT7Or5WY2z5ZMuqkvlqH3Sc3rGp6p30kpwyc5_RThk=',60,79
SP,b'gAAAAABlvSCB1pfel_hM32Du3N-HCbRTnOGDRYQ4rwK__zrhH4fzfqFZ1fCiAfkUZo5fL1Y4AckYCtHZgZ4Zyl8gvmf6UX0lqtRBTMy_QLAFiCkGULB6w4k=',0,1
SP,b'gAAAAABlvSCB3JKUk8rBeMtT_haHmGAYUMdH1AdkzcFRtg88KTZYReDOIbUsN2uVPZyCnJ4EHIOrhjp6iDAXg8eqoPzAYUbY2JFQDjJboG8aOvi9zFgiEatndoDFlftYL0hNePim8pMv',1,5
SP,b'gAAAAABlvSCBbQdjB9dbQ0eju6FOI0Op1yaDfee1T4oOR4P-5wKTC9LvDOXsYQmdzifJIguQWuyavWd709mrk3dh1dfveFDudfhw9XdTOtPMkO7ma0aA5-g=',3,5
SP,b'gAAAAABlvSCBd7V4Chv5AbRIdsnpFiiz_77odEKJIRul_lSUQTxRFVMDJPiRR0-bHPHzVB_AidhljhJHK3EwoADu8moA4znAO4ihzuQlFg93wNh2Xl0G_4k=',9,4
SP,b'gAAAAABlvSCBVZ33KWSb_dIZfZTuIOXXresI03-opANkd_pJ9kXoqZWPLviPK5tQQQmgt7Wpd4GFAvS8vkYV_ptuT0rftzD0H1T45dPfYqEMkqYVGRIpVqM=',58,24
SP,b'gAAAAABlvSCB6kZMWl5iJLGlKc6Vv_RNp3f60XjwhfPzR5F4L4Bj88OfrbLoe7Kir7f2moVLPjIXtPlxWa1W1LVxQvGomPX1GryZGxDMnYtmpXpBM3OGBt8=',0,6
SP,b'gAAAAABlvSCBaD8GlimbirLRsJRnbLX_iibko-vhNVh6KKa3-NCVMx2uui_LHNGgwmAmAO7XYNIhK7DQYQGCnYjhD30ROyDRaouNVqrLGRJ8TV7Yhshvzbw=',8,2
SP,b'gAAAAABlvSCB4d90zbFVZnDQgh0D8rFIUf9Q54uMU_yF6j117mJwbq9G2-MFEJWwy1BPBQC06yhUuzLwWYl_RbkvCZoozgzgHV68bConPYhZPKPCU-gO84w=',81,59
